Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
201542I061903,571961,191020,0.481067,51.591786,42,3,3,1,05/03/2015,5,10:11,450,E10000012,3,127,3,70,5,4,3,127,0,0,1,1,1,0,0,1,1,E01021267
201542I062003,583847,216475,0.665874,51.816659,42,3,3,2,13/03/2015,6,14:55,451,E10000012,3,12,3,70,5,4,6,0,0,0,1,1,1,0,0,2,1,E01021362
201542I062103,540908,199682,0.036601,51.678235,42,3,2,1,10/03/2015,3,07:20,456,E10000012,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01021806
201542I062201,545981,209296,0.113947,51.763322,42,3,1,1,21/01/2015,4,11:59,457,E10000012,6,0,6,40,1,4,6,0,0,0,1,1,1,0,0,1,1,E01021819
201542I062303,559400,193760,0.301142,51.620093,42,2,1,1,05/03/2015,5,11:00,452,E10000012,3,1023,6,30,0,-1,-1,0,0,8,1,1,1,0,0,1,1,E01021433
201542I062403,600355,223325,0.909021,51.872499,42,3,2,1,13/03/2015,6,13:20,455,E10000012,4,1025,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01021637
201542I062502,577478,183759,0.556965,51.524855,42,3,1,1,04/02/2015,4,08:24,453,E10000012,3,130,3,40,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01021503
201542I062603,546775,205573,0.123874,51.729664,42,3,3,2,09/03/2015,2,10:34,456,E10000012,4,1393,6,50,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01021761
201542I062803,575536,222931,0.548703,51.877317,42,2,2,1,10/03/2015,3,07:45,451,E10000012,4,1256,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01021365
201542I062903,569470,205982,0.45239,51.726943,42,3,2,1,10/03/2015,3,20:15,454,E10000012,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01033138
2015440011430,477238,129401,-0.899268,51.058764,44,2,2,1,11/01/2015,1,16:19,497,E10000014,3,3,1,70,1,4,4,3006,0,0,4,1,1,0,0,2,1,E01022631
201542I063003,583583,186601,0.646351,51.548431,42,3,3,1,18/03/2015,4,15:15,460,E06000033,3,13,6,30,9,2,6,0,0,0,1,1,1,0,0,1,1,E01015913
201542I063103,563006,191096,0.351946,51.595128,42,3,2,1,10/03/2015,3,16:15,452,E10000012,3,128,6,30,3,4,6,0,0,0,1,1,1,0,0,2,2,E01021445
201542I063203,544346,196462,0.084963,51.64843,42,3,2,2,09/03/2015,2,22:00,456,E10000012,6,0,6,30,3,4,6,0,0,0,7,1,1,0,0,1,2,E01021776
201542I063303,578428,193261,0.575465,51.609906,42,3,2,1,11/03/2015,4,09:00,459,E10000012,3,1245,6,50,9,2,6,0,0,0,1,1,1,0,0,2,2,E01021920
201542I063402,540913,200950,0.037185,51.689627,42,3,2,2,08/02/2015,1,16:43,456,E10000012,6,0,6,40,3,4,6,0,0,0,1,1,1,0,0,2,1,E01021806
201542I063702,557814,178675,0.271489,51.485011,42,2,1,1,21/02/2015,7,22:38,462,E06000034,6,0,6,40,1,4,6,0,0,0,4,1,1,0,0,1,1,E01016012
201542I063802,544170,196328,0.082365,51.647271,42,3,1,1,16/02/2015,2,12:57,456,E10000012,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01021776
201542I063902,578794,183267,0.575665,51.520021,42,3,1,1,21/02/2015,7,17:30,453,E10000012,3,130,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01021485
201542I064002,568576,188166,0.430879,51.56717,42,2,2,5,26/02/2015,5,10:25,450,E10000012,6,0,6,30,2,4,6,0,0,0,1,1,2,0,0,1,1,E01021288
201542I064103,573277,191115,0.500092,51.592236,42,3,2,2,09/03/2015,2,09:37,450,E10000012,3,127,7,30,5,2,3,132,0,0,1,1,1,0,0,2,2,E01021307
201542I064203,618706,215871,1.170464,51.798696,42,3,2,1,10/03/2015,3,15:15,461,E10000012,4,1032,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01022048
201542I064303,574477,189804,0.516747,51.58009,42,3,1,1,12/03/2015,5,16:00,450,E10000012,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01021309
201542I064403,583614,186610,0.646802,51.548502,42,3,2,1,12/03/2015,5,15:50,460,E06000033,6,0,3,30,3,2,3,13,0,5,1,1,1,0,0,1,2,E01015815
201542I064503,575671,222537,0.550462,51.873736,42,3,3,1,11/03/2015,4,11:15,451,E10000012,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01021366
201542I064703,569496,205245,0.452407,51.720315,42,3,2,2,11/03/2015,4,06:50,454,E10000012,3,1016,1,60,1,4,3,1114,0,0,1,1,4,0,0,1,2,E01033138
201542I064803,577059,222498,0.570583,51.872947,42,3,2,1,12/03/2015,5,09:00,451,E10000012,4,1018,6,40,9,2,6,0,0,5,1,1,1,0,0,1,2,
201542I064903,592928,185124,0.780154,51.532052,42,3,2,1,14/03/2015,7,18:10,460,E06000033,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01015918
201542I065003,572836,208344,0.502249,51.747134,42,1,1,1,05/03/2015,5,08:05,454,E10000012,4,1137,6,40,3,4,6,0,0,0,1,1,1,0,0,1,1,E01033144
201542I065102,557241,198585,0.272148,51.664048,42,1,1,1,27/02/2015,6,20:10,452,E10000012,3,128,6,40,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01021444
201542I065202,557643,177326,0.268427,51.472939,42,1,2,3,18/02/2015,4,07:39,462,E06000034,6,0,6,30,1,4,6,0,0,8,1,1,1,0,0,1,1,E01016012
201542I065302,579835,218956,0.609021,51.840247,42,2,1,1,18/02/2015,4,09:00,451,E10000012,6,0,6,50,3,4,4,1018,0,0,1,1,2,0,0,2,1,E01021380
201542I065402,567578,185940,0.415434,51.54747,42,2,2,4,28/02/2015,7,12:36,462,E06000034,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01015978
201542I065502,579293,187870,0.585193,51.561208,42,2,2,1,27/02/2015,6,11:45,453,E10000012,3,13,6,30,3,2,6,0,0,0,1,1,1,0,0,1,1,E01021511
201542I065603,589167,186988,0.726998,51.550064,42,2,1,1,01/03/2015,1,18:20,460,E06000033,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01015875
201542I065703,565420,181010,0.382027,51.503817,42,2,3,3,02/03/2015,2,15:16,462,E06000034,6,0,6,50,3,4,3,128,0,0,1,1,1,0,0,2,1,E01015979
201542I065903,550809,236520,0.195742,52.006633,42,1,3,4,20/03/2015,6,13:40,463,E10000012,1,11,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01022071
201542I066003,553828,237881,0.240301,52.018032,42,2,2,1,01/03/2015,1,17:35,463,E10000012,6,0,6,30,8,4,6,0,0,0,4,1,2,0,0,1,1,E01022075
201542I066103,555707,196485,0.249052,51.645608,42,2,1,1,08/03/2015,1,13:25,452,E10000012,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01021443
201542I066203,600585,223888,0.912684,51.877471,42,2,1,1,06/03/2015,6,07:30,455,E10000012,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01021684
201542I066303,582003,189846,0.625268,51.578089,42,2,2,1,04/03/2015,4,07:25,459,E10000012,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01021947
201542I066403,563283,178940,0.350307,51.485841,42,2,1,1,09/03/2015,2,15:28,462,E06000034,4,149,6,30,0,-1,-1,0,0,1,1,1,1,0,0,2,1,E01015965
201542I066503,541904,193161,0.048354,51.61939,42,2,4,2,07/03/2015,7,12:07,456,E10000012,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01021744
201542I066703,561220,178009,0.320197,51.478068,42,3,2,1,13/03/2015,6,13:40,462,E06000034,3,126,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01015953
201542I066803,583619,187342,0.647256,51.555075,42,3,2,1,13/03/2015,6,13:45,460,E06000033,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,2,E01015819
201542I066903,568075,182887,0.421138,51.519896,42,2,2,1,09/03/2015,2,16:00,462,E06000034,3,1013,1,50,1,4,3,128,0,0,1,1,1,0,0,2,1,E01015989
201542I067003,552221,220845,0.209367,51.865422,42,2,1,1,05/03/2015,5,09:50,463,E10000012,6,0,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01022059
201542I067103,569620,206752,0.454934,51.733815,42,2,1,1,06/03/2015,6,15:55,454,E10000012,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01021632
201542I067203,579973,216394,0.609691,51.817191,42,2,1,1,10/03/2015,3,07:55,451,E10000012,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01021348
201542I067303,582973,214946,0.652402,51.803213,42,2,6,5,03/03/2015,3,18:22,451,E10000012,3,12,3,70,0,-1,-1,0,0,0,6,1,1,0,0,1,1,E01021416
201542I067403,588678,200519,0.727231,51.671752,42,2,1,1,13/03/2015,6,08:50,458,E10000012,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01021874
201542I067503,587537,207902,0.714718,51.738441,42,2,2,1,10/03/2015,3,06:31,458,E10000012,4,1026,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01021885
201542I067603,548506,200540,0.146778,51.683988,42,2,1,3,10/03/2015,3,14:12,456,E10000012,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01021800
201542I067703,580104,189504,0.597717,51.575627,42,2,2,1,11/03/2015,4,07:20,453,E10000012,3,129,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01021531
201542I067803,575909,221398,0.553336,51.86343,42,2,1,1,14/03/2015,7,16:00,451,E10000012,3,120,3,60,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01021374
201542I067903,565327,196531,0.387986,51.643278,42,2,1,1,01/03/2015,1,11:05,452,E10000012,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01021460
201542I068102,572243,188167,0.483736,51.566071,42,2,2,1,23/02/2015,2,01:00,450,E10000012,6,0,6,30,3,4,6,0,0,0,7,1,2,0,0,1,1,E01021327
201542I068202,598230,220260,0.876437,51.845735,42,2,1,2,24/02/2015,3,19:08,455,E10000012,6,0,6,30,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01021645
201542I068302,557694,177693,0.269324,51.476222,42,2,2,1,24/02/2015,3,17:34,462,E06000034,3,1090,6,30,3,2,6,0,0,0,1,1,1,0,0,1,1,E01016012
201542I068503,577912,188295,0.565506,51.565463,42,2,2,1,10/03/2015,3,07:50,453,E10000012,3,13,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01021526
201542I068603,543394,196439,0.071203,51.648467,42,2,1,2,18/03/2015,4,23:40,456,E10000012,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01021790
201542I068703,581872,190528,0.623732,51.584257,42,2,1,1,16/03/2015,2,15:25,459,E10000012,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01021948
201542I068803,623801,221700,1.247994,51.849006,42,2,2,3,10/03/2015,3,13:15,461,E10000012,4,1034,6,40,3,4,6,0,0,0,1,1,1,0,0,1,1,E01022012
201542I068903,598172,225648,0.878686,51.894137,42,2,1,1,13/03/2015,6,18:28,455,E10000012,3,133,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01021676
201542I069003,621470,220130,1.213203,51.835842,42,2,2,2,12/03/2015,5,10:10,461,E10000012,4,1032,6,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01022011
201542I069102,538382,198196,-0.000497,51.66551,42,3,3,1,24/02/2015,3,12:45,456,E10000012,3,112,6,30,3,4,6,0,0,0,1,1,2,0,0,2,1,E01021806
201542I069203,584450,185870,0.658458,51.541583,42,3,2,1,15/03/2015,1,01:05,460,E06000033,6,0,6,30,3,4,6,0,0,1,4,2,2,0,0,1,2,E01015847
